,FastHours,age,alcw,weight,height,waist,neck,BMI,bsa,sbp,dbp,abi,HbA1c,FPG,HbA1cIFCC,ldl,hdl,trigs,totchol,LEPTIN,HSCRP,ENDOTHELIN,ALDOSTERONE,cystatinC,sCort,adiponectin,SCrCC,SCrIDMS,eGFRmdrd,eGFRckdepi,maneuvers,FVC,FEV1,FEV6,FEV1PP,FVCPP,EF,ecgHR,QRS,QT,QTcFram,QTcBaz,QTcHod,QTcFrid,CV,dailyDiscr,lifetimeDiscrm,perceivedStress,vitaminD3,FakeCensusTractID,nbmedHHincome,nbpctpoverty,nbpctBlackNH,nbpctWhiteNH,nbSESpc2score,nbSESanascore,nbProblems,nbCohesion,nbViolence,nbK3FavorFoodstore,nbK3paFacilities,nbPopDensity1mi,sportIndex,hyIndex,activeIndex,years,days
HSCRP,0.02692554119168826,-0.0015691682649580823,-0.0226157173231652,0.258860521306847,-0.18027421538559374,0.27891198881912377,0.045297004425703426,0.36615580550602816,0.14465003621337155,0.0047243283326581335,-0.04551042937287706,0.00211123894314856,0.14124909716633507,0.09916118824815318,0.14124515729907025,-0.059581890907267274,0.033794931262245,0.07209767223360528,-0.01949849146452807,0.36876087356136344,1.0,0.07662688918861864,0.04598758198131548,0.15529141336889543,-0.015739348015314396,-0.08251184327625723,-0.09810450910876943,-0.09845239403157455,-0.02741265969360548,-0.0011282738814138967,0.001431569389911969,-0.24261683613731774,-0.22086820364024404,-0.24128508718711567,-0.11520605247422813,-0.1439034288594589,0.04019259159837688,0.22233985670194703,-0.01757917619328773,-0.05178706337896683,0.14461336465093214,0.21086505039685316,0.10049226464750734,0.13457661338253474,-0.019955936625483176,-0.01160397251647865,-0.049295038215040755,0.018967718026344883,-0.0903771944886842,0.036517962078008476,-0.05509922152262145,0.04025746927442696,0.027792093557891716,-0.028656299604775604,0.04418647778377456,-0.052255361227263465,0.03551548720439297,-0.014536106269267907,0.027906384534527262,0.021454260065579066,0.003449626246349356,0.018832457702018794,-0.06675621906932697,-0.030965891212052805,-0.07985625432514004,-0.0018859147650760993,-0.0018859147626216148
ENDOTHELIN,0.0331567806615588,0.14634656377433636,0.0702227464713148,0.0684282586131355,0.01756463033630551,0.10803307618315189,0.09125741698705613,0.06628746534744988,0.059777468605297084,0.1588224260931677,0.07598992500880834,-0.002777376867453981,0.0259213789558632,0.028108941761069116,0.0259272381344863,0.00573561261639351,-0.017645300481944872,0.10154104289346796,0.03177884105041794,0.020656602077863958,0.07662688918861864,1.0,0.046809692107126676,0.24210773203420977,0.08553720941884961,-4.562885998323974e-05,0.04736855151136655,0.04743612632944625,-0.03413479158554561,-0.0650603526597981,-0.04880443714893694,-0.08936155805241856,-0.10385354807622307,-0.09034131224573139,-0.12554518256193115,-0.1279506319272442,0.011285188597836384,-0.0204424363664133,0.05383814898799607,0.07514933697162672,0.07667180557702473,0.06273708829648837,0.08403924302625607,0.08030308597520522,0.08337618788131902,0.013935517812058564,-0.00909573861474593,-0.06007492579633798,0.020052003952034273,0.01397409368158052,-0.051413767641684906,0.0528082932123147,0.031512576811477004,-0.03149098089390014,0.033941597093419304,-0.05162892268513562,0.030800693503507733,-0.01357579501959278,0.017389129738920216,0.049630483094085756,0.021162943911842324,0.043441447042563947,-0.04726092991006612,-0.015946944517943866,-0.04640913546338697,-0.06528641236927761,-0.06528641237017146
ALDOSTERONE,-0.0031799028483050504,0.030852166984283228,0.020651989127188145,0.07705779106235441,0.04066864619069352,0.09886762747993559,0.1567044634295794,0.05990348568395691,0.08110439838771032,0.06242747398932111,0.0869954000243677,0.012679796851297248,0.06770463571307245,0.1061461113341743,0.06770720999618186,0.07365232936471398,-0.05675078905549258,0.15620314680719283,0.09130612711827811,0.05758622954175098,0.04598758198131548,0.046809692107126676,1.0,0.2169254120071258,0.21036823142900532,-0.10999754039138245,0.22223579158280055,0.2221325602401308,-0.1942728227381273,-0.201437546304457,0.013409212348627849,-0.01272096337568654,-0.01034874136586199,-0.013665538581142089,-0.05500089838985306,-0.06706228558789429,-0.021870983136624538,0.06686458477189162,0.07331300744463205,0.0025642891659305397,0.05978218407008005,0.0799128025989037,0.0544528417348868,0.05980942928018304,0.11730664938608017,-0.00714924102616963,-0.003027744495836157,-0.008552483566873553,0.05244531537468267,0.03632080251236851,-0.008611184357577946,0.027192571152345236,0.0352672757351512,-0.03422614155156163,0.02358761368366224,-0.020652113154606137,0.023504413646097344,0.00529897891570884,0.0018300269617691877,0.016999049696268247,0.003465649984665178,0.021805321297888383,-0.03554674763122869,-0.05631163326406875,-0.02281486878002925,-0.029071446224959514,-0.02907144622524555
cystatinC,0.010813444739677274,0.3845974088728822,-0.04276843703623601,0.17485526241694635,-0.014198360888206365,0.2518275902389572,0.16446744302981808,0.19106002130415742,0.13965654819655104,0.18110102202437325,-0.029180057630628746,-0.02401074429474878,0.10840261097536699,0.10671166531525371,0.10840375937401991,0.03703894965633792,-0.07969501413497429,0.2027541507039815,0.06411726500304528,0.27425264106274483,0.15529141336889543,0.24210773203420977,0.2169254120071258,1.0,0.08555462484121519,0.04954779375530202,0.5496257317829403,0.5493785477864563,-0.5964180607896189,-0.6333417729521333,-0.021829751966697414,-0.17281830325795347,-0.20858005684982764,-0.1866947156402294,-0.10626230909551505,-0.10942390293894448,0.03160273751188613,0.0025808206000986268,0.09050056735696754,0.09159030495121206,0.11117613365675688,0.10086778065314224,0.12386203246549324,0.11666599817007411,0.12907847971613817,-0.08066987379140036,-0.07355191796748412,-0.14433119923814694,0.09042601690511869,0.05713790380912502,-0.09097697782890535,0.0914888801873941,0.08910174649828409,-0.08958310769235782,0.07144760299478423,-0.09899946625380661,0.0834245452474398,-0.01669400095789064,0.06881345366582999,0.08767067579361651,0.03615574760044857,0.08655226076878828,-0.10492488033238699,-0.10922796884717086,-0.08721161823527582,-0.06699941798358834,-0.06699941798698698
sCort,-0.025811857031986872,0.12858073801974682,0.1795337585621241,-0.11500673978017294,0.1425010876616135,-0.08451738399990039,0.0924533258286929,-0.1861439946997029,-0.045783304726544016,0.08452061490643434,0.03630968043858488,-0.02632108174633187,0.101259400511668,0.17182312954031517,0.1012582061124611,-0.00205427148045858,0.07259068213882747,0.13918143631749422,0.07032205690523517,-0.2304084083028262,-0.015739348015314396,0.08553720941884961,0.21036823142900532,0.08555462484121519,1.0,0.0031032175511210426,0.1955983663353089,0.19561382387032705,-0.05919446260778468,-0.11953341310834935,-0.003840683799488194,0.10056702449354686,0.07121006301698125,0.09676361293680699,-0.03801424722309322,-0.02340366425289648,-0.0012522595181164193,0.06666704874788404,0.0607661979775239,-0.08724072868860583,-0.0746699936190256,-0.039932191911650164,-0.06520413178535332,-0.07276476483390677,0.0845218984698658,-0.006317572442052056,-0.027681777006486854,-0.059608057213148644,0.10570058166240104,-0.0037475414424832957,-0.05701095890980343,0.07023768434122868,0.07849855128405718,-0.07911424025380727,0.0399513212781881,-0.06069928460628286,0.05259638817471555,-0.017742880261870157,0.03794269416645764,0.05570484326700959,0.012851020730970041,0.06809317106680256,-0.0066598635709113835,-0.016988397701528594,-0.00435444614484919,0.0052079744844326335,0.005207974481940578
adiponectin,-0.013067951577113813,0.13602796516247403,-0.024787208108238527,-0.2328873506976084,-0.20648542123018349,-0.2400888531293807,-0.3731583878108276,-0.14376332722840576,-0.2768723925458436,0.045709175414422744,-0.07453170621031692,-0.09369437570317894,-0.08418971937328407,-0.09478171924794475,-0.08418912921377666,-0.06118528510241917,0.4242771536411143,-0.22995851340901435,0.031324142513040186,0.048384922429282363,-0.08251184327625723,-4.562885998323974e-05,-0.10999754039138245,0.04954779375530202,0.0031032175511210426,1.0,-0.10344214619090274,-0.1038199363203966,-0.07985154949045078,-0.06599856971419611,-0.005258218298535317,-0.18214445886559547,-0.18948555598695893,-0.18655739897163315,0.0709850442193343,0.08589935979998081,0.06374399746831327,-0.055255859836208995,-0.058238880185811456,0.09489268998523452,0.07323987035500186,0.04242564965343505,0.0829273053849917,0.0753614884640678,-0.09361794768680616,-0.04126210207094458,-0.05091755267824385,0.00035875090149667366,0.02853373900142627,-0.002415557292536483,-0.03388207528432879,0.016567113367244878,0.06290658502642991,-0.06238800840190697,0.03116988936563244,-0.026128560735552992,0.023072744779157318,0.022557026684128935,0.031683464446003104,0.017632831694283733,0.0062850513685301125,0.03720951514896508,0.026359248917497146,-0.037088083253164185,0.03868188346349922,0.017749184558605715,0.017749184553373737
SCrCC,0.010551293047567096,0.11708867314313752,0.061461266651249714,0.10942121695544679,0.41059173559974843,0.042639289740105765,0.36457348484032626,-0.0905936597568113,0.242987030244772,0.08522276268803661,0.1408943619529033,0.05199643377188849,-0.017373556018947807,0.006928475448272259,-0.01737513265384487,0.07838171581321157,-0.20247745129700195,0.12989286554488264,0.03674704526365655,-0.17469889352439516,-0.09810450910876943,0.04736855151136655,0.22223579158280055,0.5496257317829403,0.1955983663353089,-0.10344214619090274,1.0,0.9996922946250951,-0.7333062890066459,-0.7712880016621517,-0.03004377384882908,0.34353850909894,0.31486113230022356,0.34179400035849133,-0.034944661131699375,-0.03235648498093132,-0.10041829024315772,-0.13319983261918975,0.15430356362989273,-0.019718562399732364,-0.17760633504750492,-0.20588094364202328,-0.12730108488791736,-0.16488804967250031,0.1937948827334704,-0.01485290836930603,0.0441025659964719,-0.12290890848781519,0.1731780162163606,-0.029884521610759274,0.060179627637729854,-0.051345124003537565,-0.02070242049687018,0.02184017771621519,-0.04730961011656244,0.06019870128759822,-0.026154115524308116,0.0267899097378483,-0.01764604380330818,-0.027393404843757702,-0.004453069702222434,-0.014492165958177617,0.02609383519153577,-0.061598828097061485,-0.0019095980915472411,-0.0976079180161011,-0.09760791801988164
SCrIDMS,0.011055854547962476,0.11783938994694698,0.06112417689964816,0.10915928452712728,0.4101161080368649,0.0425534028009628,0.3641690101539895,-0.0906806300182125,0.24260250766112507,0.08575834476206963,0.14077454093215025,0.0516505186409627,-0.017252728686362507,0.006768786564725819,-0.017253951422486244,0.07906724677446955,-0.20242389005004163,0.12932031193994567,0.037231139881113956,-0.17404824615079015,-0.09845239403157455,0.04743612632944625,0.2221325602401308,0.5493785477864563,0.19561382387032705,-0.1038199363203966,0.9996922946250951,1.0,-0.7343942943918897,-0.7731600860156951,-0.02906178589811431,0.3434409591448929,0.31480179980559153,0.34173881184942495,-0.03376817935968215,-0.031198887003000823,-0.10059500874156127,-0.13269457477984747,0.15469511954317333,-0.01951437128006367,-0.17667373755273874,-0.2048465467161998,-0.12661566908418218,-0.16401560780936603,0.19354626312105128,-0.014350369614188329,0.044890242622856964,-0.12306438611458025,0.17304116066287265,-0.030626605999213387,0.06010740724918324,-0.05185027906237983,-0.02155135190877933,0.022671437080025593,-0.04763093605747412,0.06046367763499748,-0.026723221587558882,0.026943067374866833,-0.01797724326053185,-0.02677170822407185,-0.003625059260088071,-0.01441982602860398,0.02642732487317722,-0.06117563846308309,-0.0014212032482567793,-0.09778966371928571,-0.09778966372296487
eGFRmdrd,-0.03979208347401064,-0.4003017061299942,0.11183873846437566,-0.0018737515960272648,0.01586695231811871,-0.02768934506345906,-0.024618833073969955,-0.009775739752974098,-0.0027900017668422584,-0.12065312674337773,0.009045163931447673,0.0387137611102495,-0.007278418045955457,-0.01777062103351521,-0.007278017142288934,-0.07765601173402381,-0.021205997780305286,-0.10052679708470505,-0.10805736625248002,-0.15536939339419073,-0.02741265969360548,-0.03413479158554561,-0.1942728227381273,-0.5964180607896189,-0.05919446260778468,-0.07985154949045078,-0.7333062890066459,-0.7343942943918897,1.0,0.9600617036846686,0.025402175653763324,0.10418978831163096,0.13009378555614323,0.1157337070651895,-0.06377688104714042,-0.054341143037489895,-0.04594522587382542,0.10176078951554182,-0.06418451698848851,-0.12194821676161809,-0.051714861896810384,-0.008316653596233708,-0.08418466959737607,-0.060954132832023826,-0.07424240979360217,0.1119352054125805,0.012229028026828181,0.14146064217292836,-0.13819163092967424,0.015468629997185944,0.0019367319837111637,-0.008226284278767248,-0.04238825480340864,0.042476222241501826,0.017833025278887384,-0.0070512785452372115,-0.01859253357839681,-0.018657742138105025,-0.02494929322967723,-0.045280772165772885,-0.030068453121292044,-0.049066776815024915,0.013987661097340275,0.11188924151826761,0.013595666600014994,0.030135878833533438,0.030135878835203623
eGFRckdepi,-0.0340450276219734,-0.5430905206488205,0.08821067079057134,0.00019532983163673566,-0.05564481589803608,-0.047606953163065666,-0.09803766087719264,0.027356616862581593,-0.02801153050280516,-0.17779308119333745,0.007452805765490767,0.029941516742282265,-0.05876733446773903,-0.07133237167289394,-0.058767854927523726,-0.08928509595899817,-0.0038644996608258033,-0.13358632725044575,-0.12292610724618935,-0.07512015754900085,-0.0011282738814138967,-0.0650603526597981,-0.201437546304457,-0.6333417729521333,-0.11953341310834935,-0.06599856971419611,-0.7712880016621517,-0.7731600860156951,0.9600617036846686,1.0,0.02809604168965381,0.08527022563500355,0.12719077480929758,0.10003634285468097,-0.03943961932918543,-0.027570723294116688,-0.03889791988016601,0.11383887058098308,-0.11156575378705338,-0.13158058555543625,-0.04715077654505701,-0.0012260666071748185,-0.08761579612929557,-0.0594341107027588,-0.12987316050290706,0.12786051389329292,0.020848117666274545,0.1954149114757068,-0.17245091801908974,0.001475185491885609,0.02483190376423241,-0.03410514773447232,-0.0797300159235649,0.07959768011050501,-0.0024792370409100054,0.020754493157046663,-0.04226004637468969,-0.021551387945753175,-0.04418491880234832,-0.0696761032053484,-0.027150353916825912,-0.07394735389872287,0.02543671579932909,0.12124649117701367,0.037213491885394016,0.03235313653969806,0.03235313654291095
maneuvers,-0.005098109636716281,-0.009168942958306524,-0.02858279440901069,-0.04057332178370965,-0.02551640120434481,-0.03376285482373862,-0.0490591378112722,-0.030027059465238853,-0.042425235293690425,-0.002571596274924508,-0.011086096549881436,0.002994195631132191,0.01648731072512659,0.04849857199047948,0.016487212994720484,-0.013940456986933445,0.01521817919112376,-0.023334502686885396,-0.013311142371602382,0.018583168538136612,0.001431569389911969,-0.04880443714893694,0.013409212348627849,-0.021829751966697414,-0.003840683799488194,-0.005258218298535317,-0.03004377384882908,-0.02906178589811431,0.025402175653763324,0.02809604168965381,1.0,0.015336321578269158,0.05137979232255472,0.02365983960959159,0.1130604272605192,0.0603703753980208,0.0060780978615607995,0.012351744791418146,0.024759358954597424,-0.015350808875730086,-0.010123931456201482,-0.002346799904561814,-0.010365657646531646,-0.009863450008423117,0.0196940133603746,-0.030447679959085497,-0.052385382734053534,-0.0027093322482361895,-0.04055207922698782,-0.05265090441266737,-0.011351852405956459,-0.002112720445606709,0.007450440840563605,-0.007971493961144846,0.030372581170722227,-0.016950654596275996,0.01707399903838464,-0.010755838250619692,0.025821040866726257,-0.01733009387366421,-0.034412573086543705,-0.01983466330086483,0.015151642605014094,0.025979173263878923,0.017011820377965982,0.022630683543963435,0.02263068354278096
FVC,0.0077199330670085844,-0.36150410771581526,0.1920043955361678,0.11165276243304402,0.6840885422926253,-0.096895821971369,0.3012841862426739,-0.23153429215405827,0.33814823036118813,-0.1298398945606762,0.17254420088664768,0.07688823200850861,-0.15570885702734166,-0.13732032931658278,-0.15571259235539597,0.008718824969837745,-0.21176603291807494,-0.04044241227094883,-0.0824755577990721,-0.457805920044038,-0.24261683613731774,-0.08936155805241856,-0.01272096337568654,-0.17281830325795347,0.10056702449354686,-0.18214445886559547,0.34353850909894,0.3434409591448929,0.10418978831163096,0.08527022563500355,0.015336321578269158,1.0,0.9176397594497578,0.9887152271412206,0.37109019108417224,0.5053642137479257,-0.12883727048431248,-0.14190639338121178,0.11217349796362526,-0.11238244732617962,-0.2922283527329655,-0.31355755901270965,-0.25813243148586773,-0.2869680571661329,0.021187059302326824,0.12360081159264279,0.11996112512170751,0.05051327875936395,0.08944100175136492,-0.0801458777171423,0.14248927538248377,-0.1484367571315905,-0.1181208328754153,0.11910897901564338,-0.10135800820257063,0.14732302848700551,-0.12553504835074106,0.051589287641977406,-0.10385071750111027,-0.13299958220224323,-0.048949321626970084,-0.12520066699077448,0.14036034599220398,0.09061165641892827,0.10096902148599714,-0.033601118665813674,-0.03360111866678762
FEV1,-0.0015106900361285041,-0.433951543454247,0.1764275544042323,0.14168148346978132,0.6472401604895461,-0.07011786830317071,0.3066820295958951,-0.18273085277953616,0.3508477469487504,-0.15925095136904532,0.18010402080057192,0.1070184765321622,-0.1664636607949796,-0.13617791011043182,-0.1664673032259946,0.015290241041555833,-0.22609427576627666,-0.03384167857045724,-0.07984213108379429,-0.4131574673063792,-0.22086820364024404,-0.10385354807622307,-0.01034874136586199,-0.20858005684982764,0.07121006301698125,-0.18948555598695893,0.31486113230022356,0.31480179980559153,0.13009378555614323,0.12719077480929758,0.05137979232255472,0.9176397594497578,1.0,0.9430666374714985,0.49427168792720694,0.40755457264901374,-0.14140047663384928,-0.11345195641257677,0.08281852599153627,-0.14090424231537985,-0.2981735712817779,-0.30862996256679825,-0.2739905619740435,-0.29571952522127415,0.026685173836574993,0.12189186029404388,0.1134248875372492,0.07156638426706857,0.07346448711171227,-0.09391022434230901,0.16067673774196575,-0.1730532479578586,-0.15455834944987912,0.1552845467411658,-0.11866734594846719,0.1670375345098399,-0.14516915438270006,0.051761455228593115,-0.11797811752579189,-0.15048288470228968,-0.04605641697176308,-0.1487259669842606,0.15032441314809422,0.0940422389979149,0.10043646565858043,-0.055617761703033536,-0.05561776170388191
FEV6,0.008707066856072537,-0.3852810365475778,0.19374513617234784,0.11739371999749362,0.6882672018883867,-0.09437855329276044,0.3068503303960269,-0.22776834305276253,0.3444541750468148,-0.13799617947153617,0.17914479246095114,0.09091104273145231,-0.16505354106543543,-0.13824433475575373,-0.16505746500004287,0.008466896521289211,-0.2169781312191064,-0.04051189458355579,-0.0847973354206272,-0.45897356733912736,-0.24128508718711567,-0.09034131224573139,-0.013665538581142089,-0.1866947156402294,0.09676361293680699,-0.18655739897163315,0.34179400035849133,0.34173881184942495,0.1157337070651895,0.10003634285468097,0.02365983960959159,0.9887152271412206,0.9430666374714985,1.0,0.3913228414805171,0.4797116409989978,-0.1294531753192878,-0.1394729328384766,0.10420250267548851,-0.11649966482890878,-0.29517274932230647,-0.315007120087683,-0.26175361215625864,-0.2898216182248964,0.020447942531500445,0.12623968325243953,0.1224663722675809,0.054072607571193525,0.09092836869744039,-0.08673571443480814,0.15054303644599112,-0.15682997359916545,-0.12703511539567466,0.12791860154084453,-0.10917589926948815,0.155248303961105,-0.13276247084331202,0.054680286246121715,-0.10885849180862478,-0.13520956957543395,-0.04824911374750397,-0.1296971141995077,0.14464031990581502,0.09495975067616429,0.10389268820039474,-0.03694602369214819,-0.03694602369294366
FEV1PP,0.04600987736463628,0.012488125576220485,-0.037381295130033944,-0.19093201689789097,-0.16953697564880715,-0.20201049607896596,-0.19826934760451428,-0.11976498920720009,-0.2159132554525252,-0.099438701105537,-0.0567696440788066,-0.007379603446091402,-0.1395882051704906,-0.10887042065413692,-0.1395864901204577,0.02598477738386936,0.08810609939258739,-0.05068492371907866,0.039648429265445206,-0.0629511521053804,-0.11520605247422813,-0.12554518256193115,-0.05500089838985306,-0.10626230909551505,-0.03801424722309322,0.0709850442193343,-0.034944661131699375,-0.03376817935968215,-0.06377688104714042,-0.03943961932918543,0.1130604272605192,0.37109019108417224,0.49427168792720694,0.3913228414805171,1.0,0.8282505685296072,0.05364827210688328,-0.07509507457937123,-0.055450883051182745,0.013224957341253073,-0.043159206653994635,-0.07100800744448128,-0.04049982152121672,-0.04547659683108526,-0.09131300649708429,-0.03742055290056952,-0.020066968282324356,0.01146451157679357,0.05338341337898456,-0.05486442581339013,0.028600140081131882,-0.05205855980201892,-0.0320966048290459,0.03101111528403008,-0.0246236919286147,0.03559387777808488,-0.04935880275405801,0.032379908398339624,-0.028033696721920753,-0.020552958299707453,-0.0014164974041768615,-0.03692582095397944,0.10486064530144149,0.04876101953533405,0.04976589642040738,0.03281573483973082,0.03281573483901404
FVCPP,0.0577853052649257,-0.013815235535775742,-0.016262169628020504,-0.23532210853689892,-0.14666574616237535,-0.2602866183317156,-0.23325449995995634,-0.17763831104536829,-0.24760763356891444,-0.10651570034271438,-0.07506192561184745,-0.05289618566461122,-0.15795937575790084,-0.14390610838931758,-0.15795731906496116,0.012885934539947356,0.10960420204603037,-0.08387240391605112,0.025597420539695572,-0.1071852918563442,-0.1439034288594589,-0.1279506319272442,-0.06706228558789429,-0.10942390293894448,-0.02340366425289648,0.08589935979998081,-0.03235648498093132,-0.031198887003000823,-0.054341143037489895,-0.027570723294116688,0.0603703753980208,0.5053642137479257,0.40755457264901374,0.4797116409989978,0.8282505685296072,1.0,0.06802367965757515,-0.10371735550275415,-0.04972803630385582,0.030496271763125672,-0.0510564787405081,-0.08861305657488606,-0.039818189556861075,-0.05133222181696824,-0.13710524221308382,-0.013415224064139185,-0.00724766986064787,0.02394756931518221,0.04876088619889126,-0.04001444551656235,0.016050380423138503,-0.03440610983550858,-0.006807171642614282,0.005909199908196618,-0.006704003101371263,0.021121474872628627,-0.03611388731612554,0.029730661246877968,-0.021306779623848523,-0.012126087530781938,-0.004910134092022287,-0.01871593415376322,0.11190039686957616,0.06605854037432214,0.06529189836869904,0.0709476604039588,0.0709476604032423
EF,0.03594104519088258,0.11539323371561702,-0.03637743394661412,-0.059542828682587756,-0.1564483514601294,-0.006164952499242309,-0.07082858417009459,0.015355592822644145,-0.10344084193491715,0.0232211279935364,-0.10120328386891084,-0.0713059183258146,-0.00997037594946975,-0.0016769307952063841,-0.009969705376303248,0.03056576589892112,0.1020594967060112,-0.008840509878451907,0.06230870797228235,0.10295399102296433,0.04019259159837688,0.011285188597836384,-0.021870983136624538,0.03160273751188613,-0.0012522595181164193,0.06374399746831327,-0.10041829024315772,-0.10059500874156127,-0.04594522587382542,-0.03889791988016601,0.0060780978615607995,-0.12883727048431248,-0.14140047663384928,-0.1294531753192878,0.05364827210688328,0.06802367965757515,1.0,-0.04370412798550781,-0.09797100207204754,0.06632359252152951,0.0512470456990145,0.027402913090432423,0.056284099244000595,0.053326210102706405,-0.10602152977085132,-0.022275950109101997,-0.02948916175055296,-0.020773323796983142,-0.031375419884521714,-0.012400805603162736,-0.0627922948697814,0.06597876797010165,0.09005006593607558,-0.09102318350281478,0.04563504986173509,-0.06458188390752882,0.07346551301942138,-0.042265882798981386,0.07673902791821112,0.05636972627735392,0.0012695126264745803,0.09900115396124572,-0.02389600125209156,-0.0014783253886076206,0.025390495518540324,0.19337377800277167,0.19337377800175112
ecgHR,-0.04991597163764084,-0.0745224362112151,-0.0038103354121311046,0.13158837883353142,-0.1147847550264168,0.17565381985859307,0.07349255513463886,0.19309833942540153,0.0642728999569816,0.033729779401851685,0.08809528983337993,0.01751410602380457,0.1745357967017478,0.1730229241637785,0.17453913731107457,-0.002093132884402877,0.008116500553582274,0.09913854929918405,0.03239734002727903,0.17003977170594334,0.22233985670194703,-0.0204424363664133,0.06686458477189162,0.0025808206000986268,0.06666704874788404,-0.055255859836208995,-0.13319983261918975,-0.13269457477984747,0.10176078951554182,0.11383887058098308,0.012351744791418146,-0.14190639338121178,-0.11345195641257677,-0.1394729328384766,-0.07509507457937123,-0.10371735550275415,-0.04370412798550781,1.0,-0.07009824677132895,-0.6614559245242994,0.1145096895459641,0.4717092307120222,-0.11037822021930732,0.054591705219760284,-0.024000815332562736,0.008504496069515916,-0.03202097755388696,0.06813616622310885,-0.12575599058836895,0.01508381768768531,-0.018800462412893845,0.018860555770124604,-0.01640841925500505,0.015715929712052833,-0.0032626910398319223,-0.01227620812139386,0.0320679457391809,-0.04309910627017659,0.03598742006431984,0.015219978828779865,0.02397652542099966,0.010402868333760671,-0.06783524969321371,-0.03830053843490783,-0.07087394877424036,0.015101432543897226,0.01510143254260457
QRS,0.0027561507917597057,0.14512333493908772,0.03097358080389791,0.18188628523247483,0.20988892048285096,0.15509152050556782,0.22970624937179995,0.08863715298156298,0.2292921119705654,0.08253562483077354,0.03284190082116639,0.03258961964559535,0.06865581080460353,0.07519030242468604,0.06865775983714256,0.015534927940650598,-0.03414811972765254,0.03740475395021794,0.013528668845068622,-0.03801228309586185,-0.01757917619328773,0.05383814898799607,0.07331300744463205,0.09050056735696754,0.0607661979775239,-0.058238880185811456,0.15430356362989273,0.15469511954317333,-0.06418451698848851,-0.11156575378705338,0.024759358954597424,0.11217349796362526,0.08281852599153627,0.10420250267548851,-0.055450883051182745,-0.04972803630385582,-0.09797100207204754,-0.07009824677132895,1.0,0.2664371185224375,0.2667583910186001,0.2142477627690089,0.29854508619012227,0.2798230912762666,0.24071491330574063,-0.0355012908067314,-0.0063002379090183296,-0.0678025329664379,0.033810754061328184,0.029788059905939978,-0.013371455401399642,0.026871708722720638,0.04226568174564166,-0.04203717410839593,0.024597284955005246,-0.025730552042437724,0.02519201474806779,-0.00043128600830710237,0.005785017139083642,0.015982801822103734,0.0015643436998698343,0.027604376230504265,-0.014640358949258126,-0.018196562335947162,-0.009533825420842147,-0.007845243272693432,-0.007845243278782854
QT,0.04580210125417343,0.2162182143852674,-0.04733934159131938,-0.030579968618333238,-0.06012606701236445,-0.011043378559736786,-0.10501777062297,0.0007042447304625507,-0.04405114858073952,0.06658317548422603,-0.09030878401715983,-0.05098153214986337,-0.062142369148590226,-0.06924547301963918,-0.06214144365124277,-0.019355678594839863,0.08089140622136634,-0.05137374374252954,-0.0060823085540516915,0.07988642462861716,-0.05178706337896683,0.07514933697162672,0.0025642891659305397,0.09159030495121206,-0.08724072868860583,0.09489268998523452,-0.019718562399732364,-0.01951437128006367,-0.12194821676161809,-0.13158058555543625,-0.015350808875730086,-0.11238244732617962,-0.14090424231537985,-0.11649966482890878,0.013224957341253073,0.030496271763125672,0.06632359252152951,-0.6614559245242994,0.2664371185224375,1.0,0.6481043898782533,0.3342617216473294,0.8176328817419771,0.7032609769874275,0.06765103941143702,-0.054000482846997995,-0.011608934758531959,-0.06099740405968857,0.049675114471532486,0.01596235216353903,-0.035305068454909376,0.034446434026174665,0.06674482094019174,-0.06695239088929393,0.03499610672524602,-0.04142113547589116,0.015332663961440616,0.0185581409522019,0.011108103607917074,0.04389964263375891,-0.001233105703174882,0.04024012338412507,0.0023406261598739107,-0.019078670965988503,0.014833296791241752,-0.010093149943304403,-0.010093149941637335
QTcFram,0.023223464801827104,0.19710458748751167,-0.06925420876682613,0.08161024657059097,-0.20586514273750453,0.1503275545368981,-0.07932304444205611,0.18851317409682578,-0.005840577003897735,0.11129205742645593,-0.02627923595322954,-0.05077184877470981,0.06661600531974886,0.05961845468799574,0.06661953109480818,-0.026638728908133204,0.11703355041820947,0.028023760111243377,0.025099965028741403,0.28381000325005246,0.14461336465093214,0.07667180557702473,0.05978218407008005,0.11117613365675688,-0.0746699936190256,0.07323987035500186,-0.17760633504750492,-0.17667373755273874,-0.051714861896810384,-0.04715077654505701,-0.010123931456201482,-0.2922283527329655,-0.2981735712817779,-0.29517274932230647,-0.043159206653994635,-0.0510564787405081,0.0512470456990145,0.1145096895459641,0.2667583910186001,0.6481043898782533,1.0,0.9261075975500309,0.9483356155196923,0.992613705979956,0.05408732392554982,-0.054081605394499715,-0.04447483365711749,-0.006138030960950468,-0.06820941500570736,0.027378363758846586,-0.05648316124995083,0.05657215656932814,0.06906853663400357,-0.06993968223259547,0.03244387880678737,-0.05537576071911871,0.0445862254604131,-0.013432289537889133,0.04136102720638747,0.06960525634993842,0.024032729432349624,0.06020277528073999,-0.0693322837735915,-0.06863993388061174,-0.054868731243218,0.005689699371359492,0.00568969937385419
